,input_tokens,output_tokens,latency
0,87.5,1.0,0.7250964641571045
1,350.0,1.0,0.7861494064331055
2,612.5,1.0,0.43416738510131836
3,875.0,1.0,0.9814664125442505
4,1137.5,1.0,0.5823888778686523
5,1400.0,1.0,1.133097767829895
6,1662.5,1.0,7.536493563652039
7,1925.0,1.0,1.4041958570480346
8,2187.5,1.0,1.888322615623474
9,2450.0,1.0,1.163177990913391
10,2712.5,1.0,2.4397375345230103
11,2975.0,1.0,1.5203766345977783
