,input_tokens,output_tokens,latency
0,87.5,1.0,0.6093360424041748
1,350.0,1.0,0.9512454271316528
2,612.5,1.0,0.5582984685897827
3,875.0,1.0,0.5966307163238526
4,1137.5,1.0,1.0291406154632567
5,1400.0,1.0,0.9432532310485839
6,1662.5,1.0,0.9025981187820434
7,1925.0,1.0,1.273445200920105
8,2187.5,1.0,1.0746467351913451
9,2450.0,1.0,1.1546260356903075
10,2712.5,1.0,1.5713492393493653
11,2975.0,1.0,1.2862512826919557
12,3237.5,1.0,1.3350521326065063
13,3500.0,1.0,1.4249167442321777
