,input_tokens,output_tokens,latency
0,125.0,1.0,0.6085132122039795
1,493.0,1.0,0.6102628946304322
2,859.0,0.9,0.7034352064132691
3,1232.0,0.6,0.734679913520813
4,1598.0,1.0,0.8466099023818969
5,1963.0,0.9,1.0675636053085327
6,2337.0,1.0,1.0483294248580932
7,2699.0,1.0,1.0492057800292969
8,3066.0,1.0,1.1824734687805176
9,3441.0,1.0,1.2136488914489747
10,3824.0,0.1,1.2851608753204347
11,4190.0,0.6,1.3045923471450807
12,4566.0,1.0,1.448915433883667
13,4939.0,1.0,1.487883496284485
