,input_tokens,output_tokens,latency
0,87.5,1.0,0.6232724666595459
1,350.0,1.0,0.8192429542541504
2,612.5,1.0,1.0784488439559936
3,875.0,1.0,1.2441341161727906
4,1137.5,1.0,1.5569689273834229
5,1400.0,1.0,1.8880085468292236
6,1662.5,1.0,1.945877456665039
7,1925.0,1.0,2.736620473861694
8,2187.5,1.0,2.4821730613708497
9,2450.0,1.0,2.900403690338135
10,2712.5,1.0,4.066712880134583
11,2975.0,1.0,3.5352787256240843
12,3237.5,1.0,3.670286703109741
13,3500.0,1.0,4.0119455575942995
